-1.505334946505252569e+00,2.453394467917350941e+00,-4.075386859602165401e+00,5.064565783268912824e-01,2.099745337422676883e+00,-6.931051216666354264e+00,-1.684523210807358506e-01,-3.106987442714961856e-01,-1.844072743989376775e-02,-4.934232276206865109e+00
4.947293929707005100e-01,2.499595518616669398e+00,1.114844848302054103e+00,4.242375181382714300e-01,-1.877947786712591993e+00,-1.296793631900455157e+00,-1.740021338726361222e+00,2.978777628372140107e+00,-1.480376173725173716e+00,-2.461168864733996875e-01
-8.924493535670048328e-01,-2.503451927888565631e+00,-3.745577828725779601e-01,3.173975258796151167e+00,1.820950518996397038e+00,2.757170293236594460e+00,-6.720514295109260294e-02,-4.549205639610635288e+00,1.550991201503684858e+00,8.428226497364967040e-02
4.573883963197184599e+00,-1.473755704100576436e+00,9.242706363257909008e-02,-8.926119613408352027e-01,1.798936655951107744e+00,-3.317332088040848337e+00,-4.016657875646197917e-01,-7.735835561178696640e-01,3.035257135242737103e+00,-2.862595837282970734e+00
2.326698983166912704e+00,-4.985710132448624710e-01,2.425490199400339719e+00,2.492706609842125332e+00,3.100588622237631098e-01,2.292304882238004549e+00,-2.231740989388897756e+00,-1.538371601657576138e+00,4.581249037932118573e-01,2.881810540314629354e-01
-3.048861303353057606e-01,3.676996401114872803e+00,3.147710929821172066e+00,1.083265704626478865e+00,-1.188732956600314861e+00,-1.645167969891754567e-01,-7.070295602301265303e-01,3.325256419368704530e-01,6.326540970139158393e-01,-5.891557638479829606e-01
-1.816368613124124343e+00,1.571672065724219580e+00,-1.180649848737414659e-01,1.230818451438882022e+00,-2.509804064087091113e+00,-6.132348049596431094e-01,-8.732753262345227530e-01,2.724032333100068648e+00,-1.377786891320051721e+00,3.948093718548616460e-01
-3.784381967154540671e+00,4.127934322482457175e-01,8.344544455260868299e-01,1.529938001622221488e+00,-1.080617581773069269e-01,2.265268308726446467e+00,2.144918494507543016e+00,-2.995563103348084510e+00,2.058100308410085066e+00,6.329190221516252102e-01
3.451410652788320821e+00,3.622552758556576991e-01,1.598399400916376667e+00,2.768756406854750551e+00,4.084816484040388884e-01,6.538056441551712838e-01,-4.110569385613322524e+00,7.446779420975923984e-03,-1.500751143178458369e+00,-5.362309125081773375e-01
7.755437181531601443e-01,4.120542929053521597e+00,-3.841137384461977833e-01,5.595614485294951868e-01,-1.875216446285727923e+00,-6.197296462614412249e+00,-2.239844748979766820e+00,4.389052929414691384e+00,-8.248389656771012435e-01,-3.324509346241317775e+00
